id,Names,Surnames,Age,Email,Worktimes,Schedules,Studies level,Pets,Cooking,Sport,Smoking,Organized
1267,Derek,Roberts ,23,DerekRoberts @gmail.com,morning,morning,university,No,No,Yes,No,Yes
1268,Antonio,Edwards ,28,AntonioEdwards @gmail.com,both of them,morning,university,No,No,Yes,No,Yes
1269,Maria,Lee ,33,MariaLee @gmail.com,night,night,secondary,Yes,Yes,Yes,No,No
1270,Marie,White,29,MarieWhite@gmail.com,night,night,university,No,Yes,Yes,No,Yes
1271,LouisaLoren,Wright,28,LouisaLorenWright@gmail.com,morning,morning,secondary,Yes,No,Yes,No,No
1272,John,Hughes ,23,JohnHughes @gmail.com,both of them,night,university,No,Yes,No,Yes,Yes
1273,Maria,Taylor,32,MariaTaylor@gmail.com,morning,night,university,Yes,Yes,Yes,No,No
1274,Albert,Smith,22,AlbertSmith@gmail.com,night,night,university,Yes,No,No,Yes,No
1275,Miguel,Davies ,33,MiguelDavies @gmail.com,both of them,morning,university,No,No,Yes,No,Yes
1276,Lucas,Smith,34,LucasSmith@gmail.com,night,night,secondary,Yes,Yes,No,No,Yes
1277,Derek,White,28,DerekWhite@gmail.com,both of them,morning,university,Yes,Yes,No,Yes,Yes
1278,Mario,Johnson,29,MarioJohnson@gmail.com,night,morning,secondary,Yes,No,No,No,No
1279,Antonio,Wright,31,AntonioWright@gmail.com,morning,morning,university,Yes,Yes,Yes,No,No
1280,George,Jones,29,GeorgeJones@gmail.com,both of them,night,secondary,Yes,No,No,No,No
1281,Albert,Williams,21,AlbertWilliams@gmail.com,morning,night,university,No,No,Yes,No,Yes
1282,Marie,Robinson ,32,MarieRobinson @gmail.com,night,night,university,No,No,No,Yes,Yes
1283,Michael,Lee ,19,MichaelLee @gmail.com,both of them,night,secondary,Yes,Yes,Yes,No,No
1284,Antonio,Hughes ,34,AntonioHughes @gmail.com,night,night,university,Yes,No,Yes,Yes,No
1285,Josephine,Hughes ,22,JosephineHughes @gmail.com,night,night,secondary,No,No,Yes,Yes,Yes
1286,Mario,Jones,24,MarioJones@gmail.com,night,morning,secondary,No,Yes,No,No,No
1287,Anthony,White,25,AnthonyWhite@gmail.com,night,night,secondary,Yes,No,No,No,Yes
1288,Jorge,Walker ,19,JorgeWalker @gmail.com,both of them,morning,university,No,Yes,No,No,No
1289,Josephine,Smith,19,JosephineSmith@gmail.com,morning,morning,secondary,Yes,No,Yes,No,No
1290,Maria,Lee ,29,MariaLee @gmail.com,night,night,secondary,Yes,No,No,No,Yes
1291,Marie,Walker ,30,MarieWalker @gmail.com,morning,night,secondary,Yes,Yes,No,No,No
1292,Marie,Hughes ,26,MarieHughes @gmail.com,morning,morning,university,No,Yes,Yes,No,No
1293,Nick,Williams,29,NickWilliams@gmail.com,both of them,night,university,No,Yes,Yes,No,No
1294,Anthony,Bush,34,AnthonyBush@gmail.com,night,night,secondary,No,No,Yes,Yes,Yes
1295,Miguel,Evans ,23,MiguelEvans @gmail.com,morning,morning,secondary,Yes,Yes,Yes,No,Yes
1296,Lucas,Roberts ,22,LucasRoberts @gmail.com,morning,morning,university,Yes,No,No,No,Yes
1297,Antonio,Thompson ,26,AntonioThompson @gmail.com,both of them,night,university,Yes,No,Yes,No,No
1298,Derek,Robinson ,34,DerekRobinson @gmail.com,night,night,university,Yes,Yes,No,No,Yes
1299,Antonio,Brown,28,AntonioBrown@gmail.com,night,night,secondary,No,Yes,No,Yes,Yes
1300,Lucas,Brown,18,LucasBrown@gmail.com,both of them,morning,university,Yes,No,Yes,No,Yes
1301,Josephine,Wright,33,JosephineWright@gmail.com,night,night,secondary,Yes,Yes,No,Yes,Yes
1302,Michael,Lee ,23,MichaelLee @gmail.com,night,morning,secondary,No,Yes,Yes,No,Yes
1303,John,Lee ,33,JohnLee @gmail.com,night,night,secondary,Yes,No,No,Yes,No
1304,Marie,Williams,27,MarieWilliams@gmail.com,morning,morning,university,No,Yes,No,Yes,No
1305,Jorge,Johnson,20,JorgeJohnson@gmail.com,both of them,morning,secondary,No,Yes,Yes,No,No
1306,Anthony,Evans ,31,AnthonyEvans @gmail.com,both of them,night,university,Yes,No,No,No,Yes
1307,John,Roberts ,28,JohnRoberts @gmail.com,morning,night,university,No,Yes,No,No,Yes
1308,Mario,Williams,24,MarioWilliams@gmail.com,morning,morning,university,No,No,Yes,No,Yes
1309,Anthony,Walker ,22,AnthonyWalker @gmail.com,morning,night,secondary,No,Yes,No,No,No
1310,Anthony,Williams,34,AnthonyWilliams@gmail.com,both of them,morning,secondary,No,No,No,No,No
1311,Derek,Davies ,29,DerekDavies @gmail.com,morning,night,university,No,No,No,Yes,Yes
1312,Nick,Robinson ,24,NickRobinson @gmail.com,night,morning,university,Yes,Yes,Yes,No,No
1313,George,Evans ,30,GeorgeEvans @gmail.com,night,morning,secondary,Yes,No,No,Yes,No
1314,Miguel,Jones,33,MiguelJones@gmail.com,morning,morning,secondary,Yes,Yes,Yes,No,No
1315,Lucas,Taylor,34,LucasTaylor@gmail.com,both of them,night,university,No,Yes,No,Yes,Yes
1316,Albert,Smith,21,AlbertSmith@gmail.com,night,morning,university,No,No,Yes,No,No
1317,Miguel,White,34,MiguelWhite@gmail.com,morning,night,university,No,No,Yes,Yes,Yes
1318,Lucas,Johnson,30,LucasJohnson@gmail.com,morning,morning,university,No,No,No,No,Yes
1319,Mario,Robinson ,29,MarioRobinson @gmail.com,night,morning,secondary,Yes,Yes,No,Yes,Yes
1320,George,Wright,21,GeorgeWright@gmail.com,morning,night,secondary,No,No,Yes,No,Yes
1321,Derek,Davies ,23,DerekDavies @gmail.com,night,night,secondary,No,Yes,Yes,No,No
1322,George,Roberts ,31,GeorgeRoberts @gmail.com,night,night,university,No,No,No,Yes,No
1323,Mario,Jones,31,MarioJones@gmail.com,both of them,night,university,No,No,Yes,No,No
1324,Jorge,Walker ,26,JorgeWalker @gmail.com,morning,morning,secondary,No,Yes,Yes,No,Yes
1325,Mario,White,29,MarioWhite@gmail.com,both of them,morning,secondary,No,No,No,No,Yes
1326,Miguel,Brown,30,MiguelBrown@gmail.com,both of them,night,university,Yes,Yes,Yes,No,No
1327,George,Smith,22,GeorgeSmith@gmail.com,both of them,morning,secondary,Yes,No,No,No,No
1328,Marie,Robinson ,19,MarieRobinson @gmail.com,night,morning,secondary,Yes,Yes,Yes,Yes,No
1329,Nick,Taylor,22,NickTaylor@gmail.com,morning,night,university,Yes,Yes,Yes,No,Yes
1330,Miguel,Williams,22,MiguelWilliams@gmail.com,both of them,morning,secondary,No,No,Yes,No,Yes
1331,John,Lee ,25,JohnLee @gmail.com,night,night,secondary,Yes,Yes,Yes,No,No
1332,Jorge,Johnson,30,JorgeJohnson@gmail.com,both of them,night,secondary,Yes,Yes,Yes,Yes,Yes
1333,Lucas,Thompson ,20,LucasThompson @gmail.com,morning,night,secondary,No,No,Yes,No,Yes
1334,Miguel,Lee ,27,MiguelLee @gmail.com,night,morning,university,Yes,No,Yes,No,Yes
1335,John,Jones,32,JohnJones@gmail.com,morning,morning,secondary,No,No,Yes,No,No
1336,Michael,Johnson,18,MichaelJohnson@gmail.com,night,morning,university,Yes,No,Yes,Yes,Yes
1337,Michael,Thomas ,34,MichaelThomas @gmail.com,night,night,university,No,Yes,No,Yes,Yes
1338,Antonio,Williams,24,AntonioWilliams@gmail.com,both of them,morning,university,No,No,Yes,No,No
1339,LouisaLoren,Thompson ,18,LouisaLorenThompson @gmail.com,both of them,night,university,Yes,No,No,Yes,No
1340,LouisaLoren,Roberts ,22,LouisaLorenRoberts @gmail.com,night,morning,university,Yes,Yes,No,Yes,Yes
1341,Albert,Williams,27,AlbertWilliams@gmail.com,morning,morning,secondary,Yes,No,No,Yes,Yes
1342,Mario,Hughes ,22,MarioHughes @gmail.com,morning,morning,university,No,No,Yes,Yes,Yes
1343,Jorge,Thompson ,30,JorgeThompson @gmail.com,morning,night,secondary,No,Yes,No,No,No
1344,Michael,Smith,23,MichaelSmith@gmail.com,night,night,secondary,Yes,Yes,Yes,No,No
1345,Anthony,Walker ,20,AnthonyWalker @gmail.com,night,night,university,No,No,No,Yes,No
1346,Mario,Johnson,33,MarioJohnson@gmail.com,night,night,secondary,Yes,Yes,No,Yes,No
1347,Josephine,Hughes ,29,JosephineHughes @gmail.com,both of them,morning,university,Yes,Yes,Yes,No,Yes
1348,Derek,Williams,30,DerekWilliams@gmail.com,night,morning,secondary,Yes,Yes,Yes,No,No
1349,George,Walker ,20,GeorgeWalker @gmail.com,morning,night,university,No,Yes,No,Yes,No
1350,Antonio,White,18,AntonioWhite@gmail.com,night,morning,secondary,Yes,Yes,No,Yes,Yes
1351,Michael,Bush,24,MichaelBush@gmail.com,morning,night,university,Yes,Yes,No,No,Yes
1352,Miguel,Taylor,30,MiguelTaylor@gmail.com,morning,morning,secondary,Yes,No,No,No,Yes
1353,George,Davies ,27,GeorgeDavies @gmail.com,both of them,morning,university,Yes,No,Yes,Yes,No
1354,Antonio,Robinson ,32,AntonioRobinson @gmail.com,both of them,morning,secondary,Yes,Yes,Yes,Yes,No
1355,John,Thompson ,26,JohnThompson @gmail.com,morning,night,secondary,Yes,No,No,No,No
1356,Michael,Wright,32,MichaelWright@gmail.com,morning,morning,secondary,Yes,Yes,Yes,Yes,No
1357,Mario,Williams,22,MarioWilliams@gmail.com,night,night,university,Yes,Yes,No,Yes,No
1358,Maria,Evans ,18,MariaEvans @gmail.com,night,morning,secondary,Yes,No,Yes,No,Yes
1359,Albert,Williams,22,AlbertWilliams@gmail.com,both of them,morning,secondary,Yes,Yes,Yes,Yes,No
1360,Nick,Thomas ,32,NickThomas @gmail.com,morning,night,university,No,Yes,Yes,No,Yes
1361,Maria,Williams,27,MariaWilliams@gmail.com,both of them,night,university,Yes,Yes,No,Yes,No
1362,Josephine,Brown,28,JosephineBrown@gmail.com,both of them,night,university,Yes,No,Yes,No,Yes
1363,Luna,Wright,34,LunaWright@gmail.com,night,morning,university,Yes,Yes,No,Yes,No
1364,Marie,Brown,27,MarieBrown@gmail.com,night,night,secondary,No,No,Yes,No,Yes
1365,LouisaLoren,Robinson ,22,LouisaLorenRobinson @gmail.com,both of them,morning,university,Yes,No,No,Yes,Yes
1366,Jorge,Thomas ,24,JorgeThomas @gmail.com,morning,morning,university,Yes,No,No,Yes,No
1367,Luna,White,34,LunaWhite@gmail.com,night,night,secondary,No,No,No,No,No
1368,Lucas,Walker ,20,LucasWalker @gmail.com,morning,night,secondary,Yes,Yes,Yes,No,Yes
1369,Josephine,Walker ,20,JosephineWalker @gmail.com,night,night,university,Yes,No,Yes,Yes,No
1370,Luna,Williams,23,LunaWilliams@gmail.com,night,night,secondary,Yes,Yes,Yes,No,No
1371,Maria,Evans ,20,MariaEvans @gmail.com,night,morning,secondary,No,No,Yes,No,No
1372,Marie,Williams,33,MarieWilliams@gmail.com,both of them,morning,secondary,Yes,Yes,No,Yes,Yes
1373,Maria,Johnson,33,MariaJohnson@gmail.com,night,night,secondary,Yes,Yes,No,Yes,Yes
1374,Luna,Evans ,26,LunaEvans @gmail.com,morning,morning,university,No,Yes,No,No,Yes
1375,George,Williams,24,GeorgeWilliams@gmail.com,night,morning,university,No,Yes,Yes,Yes,No
1376,Jorge,Williams,33,JorgeWilliams@gmail.com,morning,night,secondary,No,No,Yes,No,No
1377,Miguel,Wright,21,MiguelWright@gmail.com,night,night,secondary,No,No,No,Yes,Yes
1378,Michael,Taylor,26,MichaelTaylor@gmail.com,night,morning,university,No,No,No,Yes,Yes
1379,George,Roberts ,32,GeorgeRoberts @gmail.com,night,morning,secondary,Yes,Yes,Yes,No,Yes
1380,Lucas,Roberts ,21,LucasRoberts @gmail.com,night,morning,university,No,Yes,No,No,No
1381,Mario,Jones,29,MarioJones@gmail.com,both of them,night,secondary,No,Yes,Yes,Yes,No
1382,Jorge,Davies ,20,JorgeDavies @gmail.com,night,morning,secondary,Yes,Yes,No,No,No
1383,Derek,Taylor,27,DerekTaylor@gmail.com,morning,night,university,Yes,No,No,Yes,Yes
1384,Michael,Williams,22,MichaelWilliams@gmail.com,morning,night,secondary,No,Yes,Yes,Yes,Yes
1385,Josephine,Thompson ,26,JosephineThompson @gmail.com,both of them,morning,university,Yes,No,Yes,Yes,No
1386,Josephine,Lee ,33,JosephineLee @gmail.com,both of them,night,university,No,No,Yes,No,No
1387,Anthony,Williams,23,AnthonyWilliams@gmail.com,both of them,morning,secondary,Yes,Yes,Yes,Yes,Yes
1388,LouisaLoren,Davies ,28,LouisaLorenDavies @gmail.com,morning,night,secondary,No,No,No,No,Yes
1389,Luna,Johnson,18,LunaJohnson@gmail.com,night,night,university,Yes,Yes,Yes,Yes,Yes
1390,John,Williams,18,JohnWilliams@gmail.com,morning,morning,secondary,No,No,Yes,No,Yes
1391,Josephine,Evans ,28,JosephineEvans @gmail.com,both of them,night,secondary,No,No,Yes,No,No
1392,Michael,Brown,26,MichaelBrown@gmail.com,night,morning,university,No,Yes,No,Yes,Yes
1393,Mario,Jones,20,MarioJones@gmail.com,morning,morning,secondary,Yes,Yes,No,No,Yes
1394,Josephine,Robinson ,25,JosephineRobinson @gmail.com,night,morning,secondary,Yes,Yes,Yes,Yes,Yes
1395,Josephine,Thompson ,23,JosephineThompson @gmail.com,morning,night,university,No,No,Yes,No,No
1396,Nick,Edwards ,32,NickEdwards @gmail.com,night,night,university,Yes,Yes,No,No,Yes
1397,Michael,Hughes ,27,MichaelHughes @gmail.com,night,night,secondary,Yes,Yes,No,No,Yes
1398,Nick,Edwards ,31,NickEdwards @gmail.com,night,night,secondary,No,Yes,No,No,Yes
1399,Marie,Bush,28,MarieBush@gmail.com,both of them,morning,secondary,No,No,Yes,Yes,Yes
1400,Lucas,Jones,18,LucasJones@gmail.com,both of them,morning,secondary,Yes,Yes,No,No,Yes
1401,Albert,Davies ,23,AlbertDavies @gmail.com,morning,night,university,Yes,No,No,No,Yes
1402,Maria,Johnson,21,MariaJohnson@gmail.com,morning,night,secondary,Yes,Yes,Yes,Yes,No
1403,Miguel,White,22,MiguelWhite@gmail.com,both of them,morning,university,No,No,Yes,Yes,Yes
1404,Michael,Thompson ,20,MichaelThompson @gmail.com,morning,morning,secondary,No,No,Yes,No,Yes
1405,LouisaLoren,Brown,20,LouisaLorenBrown@gmail.com,both of them,morning,secondary,No,No,No,Yes,Yes
1406,John,Edwards ,32,JohnEdwards @gmail.com,night,night,university,Yes,No,No,No,No
1407,Michael,Davies ,18,MichaelDavies @gmail.com,morning,night,university,No,Yes,No,Yes,Yes
1408,John,Williams,28,JohnWilliams@gmail.com,night,night,university,No,No,Yes,No,Yes
1409,Derek,White,34,DerekWhite@gmail.com,night,night,secondary,Yes,Yes,No,Yes,Yes
1410,Lucas,White,28,LucasWhite@gmail.com,night,morning,secondary,Yes,Yes,Yes,No,Yes
1411,Jorge,Smith,26,JorgeSmith@gmail.com,both of them,morning,university,No,No,No,Yes,No
1412,Lucas,Walker ,22,LucasWalker @gmail.com,both of them,morning,secondary,Yes,No,Yes,Yes,No
1413,Derek,Edwards ,21,DerekEdwards @gmail.com,morning,night,secondary,Yes,No,Yes,Yes,Yes
1414,Luna,Robinson ,18,LunaRobinson @gmail.com,morning,morning,university,No,No,No,No,No
1415,John,Roberts ,32,JohnRoberts @gmail.com,morning,morning,university,Yes,No,No,No,Yes
1416,Albert,Williams,21,AlbertWilliams@gmail.com,both of them,night,university,No,No,No,Yes,Yes
1417,Miguel,Brown,24,MiguelBrown@gmail.com,morning,morning,university,No,Yes,Yes,Yes,Yes
1418,Derek,Davies ,27,DerekDavies @gmail.com,night,night,secondary,Yes,No,No,No,No
1419,Marie,Brown,31,MarieBrown@gmail.com,both of them,night,university,No,No,Yes,Yes,No
1420,Maria,Wright,27,MariaWright@gmail.com,night,morning,secondary,No,No,Yes,No,No
1421,Derek,Brown,24,DerekBrown@gmail.com,night,morning,secondary,Yes,No,Yes,No,Yes
1422,Antonio,White,33,AntonioWhite@gmail.com,morning,morning,secondary,No,No,Yes,Yes,No
1423,Antonio,Bush,31,AntonioBush@gmail.com,night,morning,university,No,No,Yes,No,Yes
1424,LouisaLoren,White,19,LouisaLorenWhite@gmail.com,both of them,morning,university,No,No,Yes,No,No
1425,Josephine,Wright,33,JosephineWright@gmail.com,night,night,university,No,No,No,No,No
1426,Marie,Johnson,28,MarieJohnson@gmail.com,both of them,night,university,No,Yes,No,No,Yes
1427,Derek,Williams,30,DerekWilliams@gmail.com,both of them,night,university,Yes,No,No,Yes,No
1428,Jorge,Brown,21,JorgeBrown@gmail.com,morning,morning,university,Yes,Yes,Yes,Yes,Yes
1429,LouisaLoren,Wright,19,LouisaLorenWright@gmail.com,morning,morning,secondary,Yes,Yes,Yes,No,Yes
1430,Luna,Lee ,18,LunaLee @gmail.com,night,morning,university,No,No,Yes,Yes,No
1431,LouisaLoren,White,22,LouisaLorenWhite@gmail.com,morning,morning,university,No,No,Yes,Yes,Yes
1432,Derek,Smith,22,DerekSmith@gmail.com,morning,night,secondary,No,No,No,No,No
1433,Luna,Thomas ,30,LunaThomas @gmail.com,night,night,university,Yes,Yes,No,Yes,No
1434,Anthony,Davies ,34,AnthonyDavies @gmail.com,morning,morning,university,No,Yes,No,Yes,No
1435,LouisaLoren,Jones,34,LouisaLorenJones@gmail.com,night,night,secondary,Yes,Yes,No,Yes,Yes
1436,Anthony,Wright,25,AnthonyWright@gmail.com,night,night,secondary,Yes,No,Yes,Yes,Yes
1437,Anthony,Wright,18,AnthonyWright@gmail.com,both of them,morning,secondary,No,No,Yes,Yes,Yes
1438,Derek,Roberts ,24,DerekRoberts @gmail.com,night,night,university,Yes,No,No,Yes,Yes
1439,Antonio,Williams,30,AntonioWilliams@gmail.com,morning,morning,university,No,Yes,Yes,No,Yes
1440,LouisaLoren,Thomas ,34,LouisaLorenThomas @gmail.com,night,morning,secondary,Yes,Yes,No,Yes,Yes
1441,Albert,Davies ,33,AlbertDavies @gmail.com,night,night,university,No,Yes,No,Yes,No
1442,Josephine,Williams,28,JosephineWilliams@gmail.com,morning,night,university,Yes,No,Yes,Yes,No
1443,George,Evans ,19,GeorgeEvans @gmail.com,morning,morning,university,Yes,Yes,No,No,Yes
1444,Miguel,Taylor,31,MiguelTaylor@gmail.com,morning,night,university,Yes,Yes,Yes,Yes,Yes
1445,George,Wright,23,GeorgeWright@gmail.com,night,morning,university,Yes,Yes,Yes,No,Yes
1446,Nick,White,25,NickWhite@gmail.com,both of them,morning,university,No,Yes,Yes,No,Yes
1447,Derek,Taylor,19,DerekTaylor@gmail.com,morning,morning,secondary,No,Yes,Yes,No,No
1448,Anthony,Bush,26,AnthonyBush@gmail.com,both of them,morning,university,No,Yes,Yes,Yes,Yes
1449,Nick,Davies ,33,NickDavies @gmail.com,both of them,night,university,Yes,No,No,Yes,Yes
1450,Maria,Taylor,33,MariaTaylor@gmail.com,both of them,morning,university,Yes,Yes,No,Yes,No
1451,Marie,Williams,28,MarieWilliams@gmail.com,morning,night,university,No,Yes,Yes,Yes,No
1452,John,Bush,27,JohnBush@gmail.com,morning,night,secondary,Yes,Yes,Yes,Yes,No
1453,Nick,Roberts ,29,NickRoberts @gmail.com,both of them,morning,university,No,Yes,Yes,Yes,No
1454,Jorge,Thomas ,26,JorgeThomas @gmail.com,night,morning,university,No,No,Yes,Yes,Yes
1455,Michael,Williams,23,MichaelWilliams@gmail.com,morning,morning,secondary,No,No,No,Yes,No
1456,Maria,Jones,19,MariaJones@gmail.com,both of them,night,university,Yes,Yes,No,No,Yes
1457,Anthony,White,30,AnthonyWhite@gmail.com,morning,night,secondary,No,Yes,No,No,Yes
1458,Albert,Johnson,23,AlbertJohnson@gmail.com,morning,night,secondary,No,Yes,Yes,No,No
1459,LouisaLoren,Roberts ,32,LouisaLorenRoberts @gmail.com,both of them,night,university,No,No,Yes,No,Yes
1460,LouisaLoren,Johnson,29,LouisaLorenJohnson@gmail.com,night,morning,university,Yes,Yes,Yes,Yes,No
1461,Josephine,Hughes ,22,JosephineHughes @gmail.com,morning,morning,secondary,Yes,No,Yes,No,Yes
1462,Lucas,Hughes ,33,LucasHughes @gmail.com,morning,morning,secondary,Yes,Yes,No,Yes,Yes
1463,LouisaLoren,Roberts ,34,LouisaLorenRoberts @gmail.com,both of them,morning,university,Yes,Yes,Yes,No,No
1464,Antonio,Wright,31,AntonioWright@gmail.com,night,night,university,No,No,Yes,Yes,No
1465,Derek,Edwards ,20,DerekEdwards @gmail.com,both of them,night,university,No,No,Yes,Yes,Yes
1466,Marie,Wright,32,MarieWright@gmail.com,morning,night,secondary,Yes,No,No,No,No
1467,Albert,Smith,26,AlbertSmith@gmail.com,night,morning,secondary,Yes,Yes,No,Yes,No
1468,Maria,Williams,19,MariaWilliams@gmail.com,morning,morning,secondary,No,No,No,Yes,No
1469,Derek,Jones,28,DerekJones@gmail.com,night,night,university,No,No,No,No,No
1470,Jorge,Johnson,29,JorgeJohnson@gmail.com,morning,morning,secondary,No,Yes,No,Yes,Yes
1471,Mario,Johnson,27,MarioJohnson@gmail.com,night,morning,university,Yes,No,No,Yes,No
1472,Mario,Williams,27,MarioWilliams@gmail.com,both of them,night,university,No,Yes,Yes,No,No
1473,Mario,Roberts ,34,MarioRoberts @gmail.com,morning,morning,university,No,No,No,Yes,Yes
1474,Albert,Williams,22,AlbertWilliams@gmail.com,morning,night,university,No,No,Yes,Yes,Yes
1475,George,Bush,20,GeorgeBush@gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,No
1476,Michael,Williams,28,MichaelWilliams@gmail.com,night,morning,secondary,No,Yes,No,Yes,No
1477,Derek,Edwards ,29,DerekEdwards @gmail.com,morning,morning,university,No,Yes,Yes,Yes,No
1478,Miguel,Robinson ,28,MiguelRobinson @gmail.com,night,night,secondary,Yes,No,No,No,No
1479,Anthony,Evans ,20,AnthonyEvans @gmail.com,both of them,morning,secondary,Yes,No,No,Yes,Yes
1480,Derek,Walker ,23,DerekWalker @gmail.com,morning,morning,secondary,No,No,Yes,Yes,Yes
1481,Josephine,White,26,JosephineWhite@gmail.com,morning,morning,university,Yes,No,No,No,No
1482,Mario,Wright,33,MarioWright@gmail.com,morning,morning,university,Yes,Yes,No,Yes,Yes
1483,Nick,Brown,18,NickBrown@gmail.com,both of them,night,secondary,No,Yes,Yes,No,No
1484,Jorge,Brown,19,JorgeBrown@gmail.com,both of them,morning,university,Yes,No,Yes,Yes,Yes
1485,George,Edwards ,33,GeorgeEdwards @gmail.com,night,morning,secondary,No,No,No,No,No
1486,Lucas,Evans ,26,LucasEvans @gmail.com,morning,night,university,No,Yes,Yes,No,Yes
1487,George,Johnson,19,GeorgeJohnson@gmail.com,night,morning,secondary,No,Yes,No,No,No
1488,Miguel,Bush,21,MiguelBush@gmail.com,morning,night,secondary,No,No,No,Yes,No
1489,Nick,Evans ,26,NickEvans @gmail.com,night,morning,secondary,No,No,No,Yes,No
1490,Josephine,Thomas ,22,JosephineThomas @gmail.com,night,night,university,No,Yes,Yes,Yes,Yes
1491,John,White,27,JohnWhite@gmail.com,night,morning,secondary,No,No,Yes,No,Yes
1492,Marie,Johnson,32,MarieJohnson@gmail.com,both of them,morning,secondary,Yes,Yes,No,No,Yes
1493,Antonio,Evans ,21,AntonioEvans @gmail.com,morning,night,secondary,Yes,No,Yes,No,Yes
1494,Anthony,Evans ,23,AnthonyEvans @gmail.com,both of them,morning,secondary,No,Yes,No,Yes,Yes
1495,Derek,Taylor,34,DerekTaylor@gmail.com,night,morning,secondary,No,Yes,Yes,No,No
1496,LouisaLoren,Edwards ,34,LouisaLorenEdwards @gmail.com,morning,night,secondary,Yes,No,No,No,Yes
1497,Luna,Taylor,21,LunaTaylor@gmail.com,both of them,morning,secondary,Yes,Yes,Yes,No,No
1498,Mario,Bush,20,MarioBush@gmail.com,morning,night,university,Yes,Yes,Yes,Yes,Yes
1499,Anthony,Evans ,21,AnthonyEvans @gmail.com,both of them,morning,secondary,Yes,No,No,Yes,Yes
1500,Josephine,Williams,32,JosephineWilliams@gmail.com,both of them,night,secondary,No,Yes,No,No,No
1501,John,Bush,29,JohnBush@gmail.com,night,night,secondary,Yes,No,Yes,No,Yes
1502,Mario,Bush,28,MarioBush@gmail.com,morning,night,university,No,No,Yes,No,No
1503,LouisaLoren,Hughes ,28,LouisaLorenHughes @gmail.com,both of them,morning,secondary,No,No,No,No,No
1504,Mario,Walker ,25,MarioWalker @gmail.com,night,night,secondary,No,No,Yes,Yes,No
1505,Miguel,Thompson ,28,MiguelThompson @gmail.com,morning,night,secondary,Yes,No,Yes,No,Yes
1506,Antonio,Edwards ,27,AntonioEdwards @gmail.com,night,night,secondary,No,No,No,No,No
1507,Anthony,Walker ,31,AnthonyWalker @gmail.com,night,night,university,No,Yes,No,Yes,Yes
1508,Maria,Brown,23,MariaBrown@gmail.com,night,morning,university,Yes,Yes,Yes,No,No
1509,Mario,Walker ,20,MarioWalker @gmail.com,morning,night,university,Yes,No,Yes,Yes,No
1510,Antonio,Walker ,22,AntonioWalker @gmail.com,night,morning,secondary,No,No,No,Yes,No
1511,Miguel,Brown,25,MiguelBrown@gmail.com,morning,night,university,Yes,Yes,Yes,Yes,Yes
1512,Anthony,Lee ,19,AnthonyLee @gmail.com,both of them,night,university,Yes,No,No,Yes,Yes
1513,Maria,White,32,MariaWhite@gmail.com,night,morning,university,No,No,Yes,Yes,No
1514,Albert,Davies ,28,AlbertDavies @gmail.com,night,morning,university,No,No,No,Yes,No
1515,Derek,Thomas ,22,DerekThomas @gmail.com,both of them,night,university,No,Yes,No,No,No
1516,Mario,Taylor,21,MarioTaylor@gmail.com,both of them,night,secondary,No,Yes,Yes,Yes,Yes
1517,John,Johnson,24,JohnJohnson@gmail.com,both of them,night,secondary,No,No,No,Yes,No
1518,Antonio,Thompson ,18,AntonioThompson @gmail.com,night,night,university,Yes,Yes,No,No,Yes
1519,Marie,Johnson,19,MarieJohnson@gmail.com,morning,morning,secondary,No,Yes,Yes,No,Yes
1520,LouisaLoren,Edwards ,24,LouisaLorenEdwards @gmail.com,both of them,night,secondary,No,Yes,Yes,Yes,No
1521,Derek,Johnson,20,DerekJohnson@gmail.com,both of them,morning,secondary,Yes,No,Yes,Yes,Yes
1522,Jorge,White,33,JorgeWhite@gmail.com,morning,morning,secondary,Yes,Yes,No,No,Yes
1523,Michael,Davies ,21,MichaelDavies @gmail.com,night,night,secondary,No,No,Yes,No,Yes
1524,Maria,Jones,31,MariaJones@gmail.com,both of them,night,secondary,No,Yes,No,No,Yes
1525,Antonio,Bush,24,AntonioBush@gmail.com,morning,night,university,Yes,No,Yes,Yes,No
1526,Nick,Bush,20,NickBush@gmail.com,both of them,morning,university,Yes,No,No,Yes,Yes
1527,Lucas,Wright,29,LucasWright@gmail.com,morning,night,university,Yes,No,No,No,Yes
1528,John,Evans ,30,JohnEvans @gmail.com,morning,night,university,Yes,Yes,Yes,Yes,Yes
1529,Josephine,Brown,18,JosephineBrown@gmail.com,morning,night,university,No,Yes,No,Yes,Yes
1530,Nick,Wright,31,NickWright@gmail.com,night,morning,secondary,Yes,Yes,No,No,No
1531,John,Williams,24,JohnWilliams@gmail.com,night,morning,university,No,Yes,No,Yes,No
1532,Mario,Thomas ,24,MarioThomas @gmail.com,night,morning,university,Yes,Yes,No,Yes,Yes
1533,Lucas,Johnson,18,LucasJohnson@gmail.com,both of them,morning,university,Yes,Yes,No,Yes,Yes
1534,Antonio,Roberts ,34,AntonioRoberts @gmail.com,morning,night,secondary,No,No,Yes,Yes,No
1535,George,Walker ,26,GeorgeWalker @gmail.com,both of them,morning,university,No,No,Yes,No,Yes
1536,Nick,Taylor,32,NickTaylor@gmail.com,morning,night,university,Yes,Yes,Yes,No,No
1537,Mario,Wright,33,MarioWright@gmail.com,night,morning,secondary,Yes,Yes,Yes,No,Yes
